,0,1
144,0.00010470116107343905,Exterior2nd_BrkFace
145,0.00010435104066864986,LandSlope_Sev
146,0.00010208044670325255,LotShape_IR3
147,0.00010204540849647584,RoofStyle_Flat
148,0.00010201582240374153,Condition2_PosN
149,9.870617573929234e-05,Exterior1st_Stucco
150,9.711382744546145e-05,Exterior2nd_CmentBd
151,9.647814663010177e-05,BsmtFinType1_BLQ
152,9.377260809315914e-05,ExterCond_Fa
153,9.306655682289298e-05,Neighborhood_Gilbert
154,9.052462947218915e-05,Electrical_SBrkr
155,9.004113362228036e-05,Fence_GdWo
156,8.979711514197178e-05,Fence_GdPrv
157,8.927203061954048e-05,LandContour_Low
158,8.53185129818575e-05,BsmtHalfBath
159,8.435122180778172e-05,Exterior1st_CemntBd
160,8.383263488758765e-05,LowQualFinSF
161,8.361955799971202e-05,HouseStyle_SLvl
162,7.95871936347954e-05,LotConfig_FR2
163,7.753991021003751e-05,Functional_Mod
164,7.724749452029182e-05,Neighborhood_Sawyer
165,7.709152858993479e-05,BsmtCond_Gd
166,7.645779051196024e-05,Exterior2nd_Wd Shng
167,7.527331973042838e-05,FireplaceQu_Po
168,7.376798904307515e-05,Condition1_Artery
169,6.878808592738221e-05,MSZoning_FV
170,6.658295804928522e-05,GarageFinish_no value
171,6.57819682378795e-05,Neighborhood_BrkSide
172,6.548836873012339e-05,Condition2_Norm
173,6.421155595562752e-05,Neighborhood_NWAmes
174,6.323787392480801e-05,Alley_Grvl
175,6.201813817387267e-05,Electrical_FuseA
176,6.027003483550505e-05,Condition1_RRAe
177,5.9817850430358005e-05,GarageCond_no value
178,5.96257799722986e-05,Heating_GasW
179,5.826413366960276e-05,Functional_Min2
180,5.82461516043202e-05,LotConfig_FR3
181,5.817504927053736e-05,BsmtQual_Fa
182,5.615353252864805e-05,RoofMatl_Tar&Grv
183,5.571800918635638e-05,GarageQual_no value
184,5.3917268573488867e-05,PoolQC_Gd
185,5.271163746126908e-05,Heating_GasA
186,5.1353693867114916e-05,PavedDrive_P
187,5.110666352004479e-05,KitchenQual_Fa
188,5.050831545175507e-05,Neighborhood_SWISU
189,4.970415815136758e-05,BsmtFinType2_BLQ
190,4.769716335046569e-05,GarageQual_Fa
191,4.737076834869571e-05,Exterior1st_BrkComm
192,4.659469821620348e-05,BsmtFinType2_Rec
193,4.64923308493736e-05,MiscVal
194,4.454896233046069e-05,Neighborhood_Mitchel
195,4.398930732960742e-05,Functional_Min1
196,4.3076173279173405e-05,BsmtFinType2_LwQ
197,4.2843496005988604e-05,MasVnrType_BrkCmn
198,4.246243283404559e-05,BldgType_Duplex
199,4.202391988992747e-05,GarageCond_Gd
200,4.1662373852785143e-05,BldgType_TwnhsE
201,3.7988963799523795e-05,HouseStyle_2.5Unf
202,3.74253223147564e-05,SaleType_CWD
203,3.593885007329047e-05,SaleCondition_Alloca
204,3.363431712262317e-05,Neighborhood_IDOTRR
205,3.279128509626939e-05,Functional_Maj1
206,3.2340860750278316e-05,Exterior2nd_Brk Cmn
207,3.22079690373066e-05,Neighborhood_SawyerW
208,3.0924920665992754e-05,GarageCond_Fa
209,3.053816016044444e-05,MSZoning_C (all)
210,3.0425988254319535e-05,Heating_OthW
211,2.8031391723866374e-05,GarageType_CarPort
212,2.6392070949967927e-05,SaleType_COD
213,2.6237102402347022e-05,HouseStyle_2.5Fin
214,2.5009539675811923e-05,GarageType_no value
215,2.48426219625867e-05,MiscFeature_Shed
216,2.3996878651282993e-05,MiscFeature_no value
217,2.3910763324245358e-05,Condition1_PosA
218,2.3378050007583963e-05,Functional_Maj2
219,2.337575536039551e-05,BldgType_Twnhs
220,2.2916935836716472e-05,BldgType_2fmCon
221,2.2819623491705056e-05,GarageQual_Gd
222,2.2457783917689912e-05,Electrical_FuseF
223,2.1542804437055825e-05,MSZoning_RH
224,2.0583685082873195e-05,Neighborhood_Veenker
225,1.9730217420875953e-05,Heating_Grav
226,1.9714213381773163e-05,Functional_Sev
227,1.8323289397575383e-05,Exterior2nd_Other
228,1.824177019418436e-05,Condition1_RRAn
229,1.7501902756879055e-05,BsmtQual_no value
230,1.708596908403655e-05,GarageQual_Ex
231,1.694557613153646e-05,RoofMatl_WdShngl
232,1.684049708994133e-05,SaleType_ConLD
233,1.6703957698571813e-05,ExterQual_Fa
234,1.6298347921973382e-05,RoofMatl_ClyTile
235,1.5849989180384176e-05,Exterior1st_WdShing
236,1.4608146682139655e-05,Neighborhood_Blmngtn
237,1.4339103728496578e-05,BsmtCond_no value
238,1.3829126683150114e-05,FireplaceQu_Fa
239,1.3598865886814187e-05,Foundation_Slab
240,1.3339831511380864e-05,Condition1_RRNn
241,1.3079526075804814e-05,BsmtFinType2_no value
242,1.2782231154952222e-05,Neighborhood_BrDale
243,1.2687262190569685e-05,GarageType_Basment
244,1.115634449291245e-05,Exterior2nd_AsbShng
245,1.1131528895328933e-05,Exterior1st_Stone
246,1.0305171052345557e-05,BsmtExposure_no value
247,1.0287484561625994e-05,BsmtFinType1_no value
248,1.0143526394547166e-05,HouseStyle_1.5Unf
249,1.01271922421738e-05,Exterior1st_AsbShng
250,9.251221381334924e-06,Foundation_Stone
251,8.318811927881435e-06,SaleType_Con
252,7.595816284667162e-06,Exterior2nd_Stone
253,7.181463299596453e-06,RoofMatl_Metal
254,7.120451798060905e-06,MasVnrType_no value
255,7.054593242063233e-06,Neighborhood_NPkVill
256,6.813447688051957e-06,BsmtFinType2_GLQ
257,6.4378083221645115e-06,HouseStyle_SFoyer
258,6.099301564371464e-06,SaleType_ConLw
259,4.952557957995292e-06,Street_Grvl
260,4.93615774784707e-06,GarageType_2Types
261,4.783471160532829e-06,Neighborhood_MeadowV
262,4.725331853805612e-06,RoofMatl_WdShake
263,4.294385186984822e-06,Electrical_FuseP
264,3.3077810506723375e-06,Foundation_Wood
265,3.302824435981818e-06,GarageCond_Po
266,3.2438593171298392e-06,RoofStyle_Shed
267,3.1479458743219646e-06,Street_Pave
268,2.934831369026838e-06,MiscFeature_Othr
269,2.8956376659571976e-06,Condition2_Artery
270,2.8697960590519856e-06,RoofStyle_Mansard
271,2.626864012912858e-06,Exterior2nd_AsphShn
272,2.2946496423604776e-06,PoolQC_Fa
273,2.203682546016401e-06,Fence_MnWw
274,1.97161080759208e-06,Neighborhood_Blueste
275,1.7851767293812062e-06,Condition2_RRAe
276,1.784632896338451e-06,SaleType_ConLI
277,1.577974068571967e-06,Exterior1st_AsphShn
278,1.3970551543820736e-06,Heating_Wall
279,1.3813310019002727e-06,Condition2_Feedr
280,1.2013398367967024e-06,SaleCondition_AdjLand
281,1.0917036979279106e-06,MiscFeature_Gar2
282,9.848400997778968e-07,Exterior1st_ImStucc
283,9.658490522048979e-07,SaleType_Oth
284,6.034429915949271e-07,ExterCond_Ex
285,5.072163674757633e-07,HeatingQC_Po
286,4.947880179251527e-07,Condition2_RRAn
287,4.913583212665755e-07,Electrical_no value
288,4.6033965279154113e-07,Heating_Floor
289,4.498734852658833e-07,Condition1_RRNe
290,4.0033340960962445e-07,BsmtCond_Po
291,3.644105056811384e-07,Utilities_AllPub
292,3.600419876847923e-07,GarageCond_Ex
293,2.845084096344882e-07,Exterior2nd_CBlock
294,2.801109429474199e-07,Exterior1st_CBlock
295,2.2193559017467818e-07,Utilities_NoSeWa
296,2.0876831063569181e-07,MiscFeature_TenC
297,9.028727334799203e-08,ExterCond_Po
298,3.7276575208729886e-08,RoofMatl_Roll
299,3.23393820397102e-08,GarageQual_Po
300,0.0,Utilities_0
301,0.0,SaleType_0
302,0.0,RoofMatl_Membran
303,0.0,MSZoning_0
304,0.0,KitchenQual_0
305,0.0,Functional_0
306,0.0,Exterior2nd_0
307,0.0,Exterior1st_0
308,0.0,Electrical_Mix
309,0.0,Condition2_RRNn
310,0.0,Condition2_PosA
